end_thanks.stopped,finish_train.started,instructions.stopped,mouse_random.midButton,trials.thisIndex,mouse_random.time,mouse_random.corr,surprise_relavent_mouse.rightButton,trials.ran,conf_mouse.leftButton,conf_mouse_irrellevant.midButton,__session,train_mouse.time,mouse_random.leftButton,surprise.started,trial.stopped,trials.thisN,surprise_irrelavent_mouse.leftButton,training.thisIndex,flower_color,train_mouse.clicked_name,train_mouse.leftButton,conf_mouse_irrellevant.x,training.thisRepN,surprise_relavent_mouse.leftButton,conf_mouse.y,surprise_relavent_mouse.clicked_name,trial_mouse.time,prolific_id,surprise_loop.thisRepN,train_mouse.corr,conf_mouse.clicked_name,surprise_relavent_mouse.x,train_mouse.y,surprise_irrelavent_mouse.x,psychopyVersion,done_read_finish_train.duration,surprise_relavent,conf_mouse_irrellevant.clicked_name,__datetime,surprise.stopped,surprise_irrelavent_mouse.midButton,end_thanks.started,date,surprise_irrelavent_mouse.corr,surprise_relavent_mouse.time,response_box_trial.stopped,surprise_relavent_mouse.y,surprise_loop.thisTrialN,pot_image_file,trials.thisRepN,trials.thisTrialN,train.stopped,surprise_loop.thisN,mouse_random.clicked_name,vase_color,done_read_finish_train.rt,confidence_question.started,train.started,wrong_answer_train.stopped,training.thisN,response_box_relavent_surprise.stopped,training.order,trial_mouse.clicked_name,surprise_irrelavent_mouse.rightButton,trial_mouse.midButton,pot_duration,trial_mouse.leftButton,surprise_loop.thisIndex,relevent,trial.started,wrong_answer_train.started,confidence_in_irrelavent.stopped,conf_mouse_irrellevant.y,responce_box_train.started,response_box_surprise.stopped,instructions.started,surprise_relavent_mouse.corr,participant,train_mouse.rightButton,responce_box_train.stopped,surprise_relavent_mouse.midButton,training.ran,expName,OS,confidence_question.stopped,trial_mouse.rightButton,surprise_irrelavent_mouse.y,trial_mouse.y,conf_mouse.time,random_task.started,response_box_surprise.started,__experimentName,conf_mouse.midButton,train_mouse.midButton,surprise_irrelavent_mouse.clicked_name,relevent_train,relevant_object,frameRate,conf_mouse.rightButton,conf_mouse_irrellevant.leftButton,__participant,trial_mouse.corr,language,surprise_loop.ran,train_mouse.x,irrelevent_surprise,done_read_finish_train.keys,conf_mouse.x,surprise_irrelavent_mouse.time,trial_mouse.x,response_box_relavent_surprise.started,training.thisTrialN,confidence_in_irrelavent.started,mouse_random.y,finish_train.stopped,conf_mouse_irrellevant.time,random_task.stopped,response_box_trial.started,mouse_random.x,mouse_random.rightButton,conf_mouse_irrellevant.rightButton
﻿,,,[],8,[],[],,1,[1],,SESSION,,[],,173.7147,38,,,green,,,,,,[-106],,[0.6660999999977548],67ba079d0b40d4569474bca3,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_10h20.32.322,,,,2025-04-09_10h20.48.605,,,174.3813,,,resources/pots/green_deepblue.jpg,0,38,,,[],deepblue,,174.3814,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,171.7155,,,,,,,,197842,,,,,test3103025,Win32,175.5145,[0],,[-94],[1.1328999999985],173.7148,,test,[0],,,poly_3_train,flower,60.24096386,[0],,197842,[1],English,,,poly_3_surprise,,[-92],,[267],,,,[],,,173.7149,173.7151,[],[],
﻿,,,[],41,[],[],,1,[],,SESSION,,[],,177.5147,39,,,red,,,,,,[],,[0.39930000000074983],67ba079d0b40d4569474bca3,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_10h20.32.322,,,,2025-04-09_10h20.48.605,,,177.9147,,,resources/pots/red_green.jpg,0,39,,,[],green,,177.9149,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,175.5152,,,,,,,,197842,,,,,test3103025,Win32,177.915,[0],,[-88],[],177.5148,,test,[],,,poly_0_train,flower,60.24096386,[],,197842,[1],English,,,poly_0_surprise,,[],,[-289],,,,[],,,177.5149,177.5151,[],[],
﻿,,,[],21,[],[],,1,[],,SESSION,,[],,179.915,40,,,yellow,,,,,,[],,[0.5159999999999911],67ba079d0b40d4569474bca3,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_10h20.32.322,,,,2025-04-09_10h20.48.605,,,180.4315,,,resources/pots/yellow_deepblue.jpg,0,40,,,[],deepblue,,180.4316,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,177.9157,,,,,,,,197842,,,,,test3103025,Win32,180.4317,[0],,[-94],[],179.915,,test,[],,,poly_1_train,flower,60.24096386,[],,197842,[1],English,,,poly_1_surprise,,[],,[-100],,,,[],,,179.9151,179.9152,[],[],
﻿,,,[],29,[],[],,1,[],,SESSION,,[],,182.4317,41,,,lightblue,,,,,,[],,[0.7827999999970245],67ba079d0b40d4569474bca3,,,[],,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_10h20.32.322,,,,2025-04-09_10h20.48.605,,,183.215,,,resources/pots/lightblue_purple.jpg,0,41,,,[],purple,,183.2151,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,180.4324,,,,,,,,197842,,,,,test3103025,Win32,183.2154,[0],,[-94],[],182.4318,,test,[],,,poly_2_train,flower,60.24096386,[],,197842,[1],English,,,poly_2_surprise,,[],,[130],,,,[],,,182.4319,182.4321,[],[],
﻿,,,,,,,[0],,,[0],SESSION,,,183.2625,,,[1],,red,,,[-313],,[1],,"[""poly_2_surprise_relavent"",""poly_2_surprise_relavent""]",,67ba079d0b40d4569474bca3,0,,,[76],,[291],2024.2.4,,poly_0_surprise_relavent,"[""Guess"",""Guess""]",2025-04-09_10h20.32.322,185.2657,[0],,2025-04-09_10h20.48.605,[0],[3.631500000000017],,[-68],0,resources/pots/red_purple.jpg,,,,0,,purple,,,,,,194.8329,,,[0],,1,,1,poly_2,,,198.5498,[-109],,191.1994,,[0],197842,,,[0],,test3103025,Win32,,,[-80],,,,185.2661,test,,,"[""poly_3_surprise"",""poly_3_surprise""]",poly_2_train,vase,60.24096386,,[1],197842,,English,1,,poly_2_surprise,,,[5.933000000000021],,191.1998,,194.8333,,,[3.7151000000014847],,,,,[0]
﻿,,,,,,,[0],,,[0],SESSION,,,198.5508,,,[1],,lightblue,,,[-86],,[1],,"[""poly_3_surprise_relavent"",""poly_3_surprise_relavent""]",,67ba079d0b40d4569474bca3,0,,,[328],,[-96],2024.2.4,,poly_2_surprise_relavent,"[""Memory"",""Memory""]",2025-04-09_10h20.32.322,200.5494,[0],,2025-04-09_10h20.48.605,[1],[4.333199999999266],,[-96],1,resources/pots/lightblue_green.jpg,,,,1,,green,,,,,,206.4002,,,[0],,1,,3,poly_1,,,208.3667,[-101],,202.0664,,[0],197842,,,[0],,test3103025,Win32,,,[-93],,,,200.5497,test,,,"[""poly_1_surprise"",""poly_1_surprise""]",poly_1_train,vase,60.24096386,,[1],197842,,English,1,,poly_1_surprise,,,[1.5165000000000077],,202.0666,,206.4004,,,[1.9661000000014894],,,,,[0]
﻿,,,,,,,[0],,,[0],SESSION,,,208.3677,,,[1],,green,,,[-90],,[1],,"[""poly_3_surprise_relavent"",""poly_3_surprise_relavent""]",,67ba079d0b40d4569474bca3,0,,,[276],,[71],2024.2.4,,poly_3_surprise_relavent,"[""Memory"",""Memory""]",2025-04-09_10h20.32.322,210.3668,[0],,2025-04-09_10h20.48.605,[1],[1.3662999999970395],,[-71],2,resources/pots/green_purple.jpg,,,,2,,purple,,,,,,214.2841,,,[0],,1,,2,poly_2,,,216.1506,[-102],,212.9172,,[1],197842,,,[0],,test3103025,Win32,,,[-79],,,,210.367,test,,,"[""poly_2_surprise"",""poly_2_surprise""]",poly_2_train,vase,60.24096386,,[1],197842,,English,1,,poly_2_surprise,,,[2.5501000000014926],,212.9175,,214.2841,,,[1.8661999999992531],,,,,[0]
﻿,,,,,,,[0],,,[0],SESSION,,,216.1513,,,[1],,red,,,[-91],,[1],,"[""poly_0_surprise_relavent"",""poly_0_surprise_relavent""]",,67ba079d0b40d4569474bca3,0,,,[-296],,[330],2024.2.4,,poly_0_surprise_relavent,"[""Memory"",""Memory""]",2025-04-09_10h20.32.322,218.1507,[0],,2025-04-09_10h20.48.605,[1],[0.7828999999985058],,[-83],3,resources/pots/red_deepblue.jpg,,,,3,,deepblue,,,,,,220.4011,,,[0],,1,,0,poly_3,,,221.3676,[-97],,219.6177,,[1],197842,,,[0],,test3103025,Win32,,,[-75],,,,218.1509,test,,,"[""poly_3_surprise"",""poly_3_surprise""]",poly_3_train,vase,60.24096386,,[1],197842,,English,1,,poly_3_surprise,,,[1.4667000000029873],,219.6179,,220.4012,,,[0.9660999999977662],,,,,[0]
﻿223.83480000000077,,,,,,,,,,,SESSION,,,,,,,,,,,,,,,,,67ba079d0b40d4569474bca3,,,,,,,2024.2.4,,,,2025-04-09_10h20.32.322,,,221.368,2025-04-09_10h20.48.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197842,,,,,test3103025,Win32,,,,,,,,test,,,,,,60.24096386,,,197842,,English,,,,,,,,,,,,,,,,,,
﻿,,8.967,,,,,,,,,SESSION,,,,,,,,,,,,,,,,,655a97bf4d75ee9bf7ab0794,,,,,,,2024.2.4,,,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,421527,,,,,test3103025,MacIntel,,,,,,,,test,,,,,,19.93620415,,,421527,,English,,,,,,,,,,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[3.8659999999999997],,,,,,8,red,"[""poly_1_train"",""poly_1_train""]",[1],,0,,,,,655a97bf4d75ee9bf7ab0794,,[0],,,[-126],,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,,,,resources/pots/red_deepblue.jpg,,,10.692,,,deepblue,,,9.038,17.624,0,,,,,,1,,,poly_3,,14.566,,,10.693,,,,421527,[0],14.566,,1,test3103025,MacIntel,,,,,,,,test,,[0],,poly_3_train,vase,19.93620415,,,421527,,English,,[-83],poly_3_surprise,,,,,,0,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[2.6029999999999873],,,,,,5,yellow,"[""poly_0_train"",""poly_0_train""]",[1],,0,,,,,655a97bf4d75ee9bf7ab0794,,[1],,,[-111],,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,,,,resources/pots/yellow_orange.jpg,,,19.631,,,orange,,,17.626,22.235,1,,,,,,1,,,poly_0,,22.235,,,19.632,,,,421527,[0],22.235,,1,test3103025,MacIntel,,,,,,,,test,,[0],,poly_0_train,vase,19.93620415,,,421527,,English,,[-317],poly_0_surprise,,,,,,1,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[1.3730000000000047],,,,,,6,lightblue,"[""poly_0_train"",""poly_0_train""]",[1],,0,,,,,655a97bf4d75ee9bf7ab0794,,[1],,,[-111],,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,,,,resources/pots/lightblue_orange.jpg,,,24.199,,,orange,,,22.236,25.575,2,,,,,,1,,,poly_0,,25.575,,,24.199,,,,421527,[0],25.574,,1,test3103025,MacIntel,,,,,,,,test,,[0],,poly_0_train,vase,19.93620415,,,421527,,English,,[-317],poly_0_surprise,,,,,,2,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[0.9339999999999975],,,,,,4,yellow,"[""poly_1_train"",""poly_1_train""]",[1],,0,,,,,655a97bf4d75ee9bf7ab0794,,[1],,,[-133],,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,,,,resources/pots/yellow_green.jpg,,,27.56,,,green,,,25.579,28.499,3,,,,,,1,,,poly_1,,28.499,,,27.563,,,,421527,[0],28.497,,1,test3103025,MacIntel,,,,,,,,test,,[0],,poly_1_train,vase,19.93620415,,,421527,,English,,[-97],poly_1_surprise,,,,,,3,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[1.7680000000000007],,,,,,9,green,"[""poly_3_train"",""poly_3_train""]",[1],,0,,,,,655a97bf4d75ee9bf7ab0794,,[1],,,[-130],,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,,,,resources/pots/green_deepblue.jpg,,,30.504,,,deepblue,,,28.501,32.274,4,,,,,,1,,,poly_3,,32.274,,,30.505,,,,421527,[0],32.273,,1,test3103025,MacIntel,,,,,,,,test,,[0],,poly_3_train,vase,19.93620415,,,421527,,English,,[333],poly_3_surprise,,,,,,4,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,7,red,[],[],,0,,,,,655a97bf4d75ee9bf7ab0794,,[],,,[],,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,,,,resources/pots/red_green.jpg,,,32.275,,,green,,,32.275,32.276,5,,,,,,1,,,poly_1,,32.276,,,32.275,,,,421527,[],32.276,,1,test3103025,MacIntel,,,,,,,,test,,[],,poly_1_train,vase,19.93620415,,,421527,,English,,[],poly_1_surprise,,,,,,5,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,1,green,[],[],,0,,,,,655a97bf4d75ee9bf7ab0794,,[],,,[],,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,,,,resources/pots/green_purple.jpg,,,32.277,,,purple,,,32.277,32.278,6,,,,,,1,,,poly_2,,32.277,,,32.277,,,,421527,[],32.277,,1,test3103025,MacIntel,,,,,,,,test,,[],,poly_2_train,vase,19.93620415,,,421527,,English,,[],poly_2_surprise,,,,,,6,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,2,green,[],[],,0,,,,,655a97bf4d75ee9bf7ab0794,,[],,,[],,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,,,,resources/pots/green_orange.jpg,,,32.278,,,orange,,,32.278,32.28,7,,,,,,1,,,poly_0,,32.28,,,32.279,,,,421527,[],32.279,,1,test3103025,MacIntel,,,,,,,,test,,[],,poly_0_train,vase,19.93620415,,,421527,,English,,[],poly_0_surprise,,,,,,7,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,0,green,[],[],,0,,,,,655a97bf4d75ee9bf7ab0794,,[],,,[],,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,,,,resources/pots/green_deepblue.jpg,,,32.281,,,deepblue,,,32.281,32.282,8,,,,,,1,,,poly_3,,32.282,,,32.281,,,,421527,[],32.281,,1,test3103025,MacIntel,,,,,,,,test,,[],,poly_3_train,vase,19.93620415,,,421527,,English,,[],poly_3_surprise,,,,,,8,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,3,lightblue,[],[],,0,,,,,655a97bf4d75ee9bf7ab0794,,[],,,[],,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,,,,resources/pots/lightblue_purple.jpg,,,32.282,,,purple,,,32.282,32.283,9,,,,,,1,,,poly_2,,32.283,,,32.283,,,,421527,[],32.283,,1,test3103025,MacIntel,,,,,,,,test,,[],,poly_2_train,vase,19.93620415,,,421527,,English,,[],poly_2_surprise,,,,,,9,,,,,,,,,
﻿,32.284,,,,,,,,,,SESSION,,,,,,,,,,,,,,,,,655a97bf4d75ee9bf7ab0794,,,,,,,2024.2.4,,,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,,,,,,,,,,,4.88,,,,,,,,,,,,,,,,,,,,,,421527,,,,,test3103025,MacIntel,,,,,,,,test,,,,,,19.93620415,,,421527,,English,,,,space,,,,,,,,37.238,,,,,,
﻿,,,[],27,[],[],,1,[1],,SESSION,,[],,39.271,0,,,green,,,,,,[-113],,[1.125],655a97bf4d75ee9bf7ab0794,,,"[""Other"",""Other""]",,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,40.401,,,resources/pots/green_orange.jpg,0,0,,,[],orange,,40.402,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,37.29,,,,,,,,421527,,,,,test3103025,MacIntel,46.801,[0],,[-113],[6.397999999999996],39.271,,test,[0],,,poly_0_train,vase,19.93620415,[0],,421527,[1],English,,,poly_0_surprise,,[323],,[-328],,,,[],,,39.272,39.273,[],[],
﻿,,,[],5,[],[],,1,[],,SESSION,,[],,48.807,1,,,yellow,,,,,,[],,[2.6059999999999945],655a97bf4d75ee9bf7ab0794,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,51.414,,,resources/pots/yellow_orange.jpg,0,1,,,[],orange,,51.415,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,46.802,,,,,,,,421527,,,,,test3103025,MacIntel,51.415,[0],,[-115],[],48.807,,test,[],,,poly_0_train,vase,19.93620415,[],,421527,[1],English,,,poly_0_surprise,,[],,[-268],,,,[],,,48.807,48.808,[],[],
﻿,,,[],31,[],[],,1,[],,SESSION,,[],,53.423,2,,,green,,,,,,[],,[1.081000000000003],655a97bf4d75ee9bf7ab0794,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,54.504,,,resources/pots/green_deepblue.jpg,0,2,,,[],deepblue,,54.504,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,51.416,,,,,,,,421527,,,,,test3103025,MacIntel,54.504,[0],,[-103],[],53.423,,test,[],,,poly_3_train,vase,19.93620415,[],,421527,[1],English,,,poly_3_surprise,,[],,[269],,,,[],,,53.423,53.423,[],[],
﻿,,,[],16,[],[],,1,[],,SESSION,,[],,56.511,3,,,yellow,,,,,,[],,[1.1779999999999973],655a97bf4d75ee9bf7ab0794,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,57.69,,,resources/pots/yellow_deepblue.jpg,0,3,,,[],deepblue,,57.69,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,54.505,,,,,,,,421527,,,,,test3103025,MacIntel,57.691,[0],,[-116],[],56.512,,test,[],,,poly_3_train,vase,19.93620415,[],,421527,[1],English,,,poly_3_surprise,,[],,[314],,,,[],,,56.512,56.512,[],[],
﻿,,,[],13,[],[],,1,[1],,SESSION,,[],,59.698,4,,,green,,,,,,[-109],,[0.835000000000008],655a97bf4d75ee9bf7ab0794,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,60.534,,,resources/pots/green_purple.jpg,0,4,,,[],purple,,60.534,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,57.691,,,,,,,,421527,,,,,test3103025,MacIntel,65.916,[0],,[-110],[5.381999999999991],59.698,,test,[0],,,poly_2_train,vase,19.93620415,[0],,421527,[1],English,,,poly_2_surprise,,[-90],,[139],,,,[],,,59.698,59.699,[],[],
﻿,,,[],12,[],[],,1,[],,SESSION,,[],,67.924,5,,,red,,,,,,[],,[0.8389999999999986],655a97bf4d75ee9bf7ab0794,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,68.765,,,resources/pots/red_purple.jpg,0,5,,,[],purple,,68.765,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,65.917,,,,,,,,421527,,,,,test3103025,MacIntel,68.765,[0],,[-120],[],67.924,,test,[],,,poly_2_train,vase,19.93620415,[],,421527,[1],English,,,poly_2_surprise,,[],,[84],,,,[],,,67.925,67.926,[],[],
﻿,,,[],4,[],[],,1,[],,SESSION,,[],,70.773,6,,,yellow,,,,,,[],,[0.9309999999999974],655a97bf4d75ee9bf7ab0794,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,71.709,,,resources/pots/yellow_green.jpg,0,6,,,[],green,,71.709,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,68.766,,,,,,,,421527,,,,,test3103025,MacIntel,71.71,[0],,[-109],[],70.774,,test,[],,,poly_1_train,vase,19.93620415,[],,421527,[1],English,,,poly_1_surprise,,[],,[-82],,,,[],,,70.775,70.777,[],[],
﻿,,,[],10,[],[],,1,[1],,SESSION,,[],,73.684,7,,,red,,,,,,[-105],,[0.9819999999999993],655a97bf4d75ee9bf7ab0794,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,74.667,,,resources/pots/red_deepblue.jpg,0,7,,,[],deepblue,,74.667,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,71.715,,,,,,,,421527,,,,,test3103025,MacIntel,76.049,[0],,[-118],[1.382000000000005],73.684,,test,[0],,,poly_3_train,vase,19.93620415,[0],,421527,[1],English,,,poly_3_surprise,,[-100],,[267],,,,[],,,73.684,73.685,[],[],
﻿,,,[],18,[],[],,1,[],,SESSION,,[],,78.014,8,,,yellow,,,,,,[],,[0.6869999999999976],655a97bf4d75ee9bf7ab0794,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,78.703,,,resources/pots/yellow_green.jpg,0,8,,,[],green,,78.703,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,76.05,,,,,,,,421527,,,,,test3103025,MacIntel,78.704,[0],,[-105],[],78.014,,test,[],,,poly_1_train,vase,19.93620415,[],,421527,[1],English,,,poly_1_surprise,,[],,[-99],,,,[],,,78.014,78.015,[],[],
﻿,,,[],7,[],[],,1,[],,SESSION,,[],,80.711,9,,,red,,,,,,[],,[0.6409999999999911],655a97bf4d75ee9bf7ab0794,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,81.352,,,resources/pots/red_green.jpg,0,9,,,[],green,,81.352,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,78.705,,,,,,,,421527,,,,,test3103025,MacIntel,81.352,[0],,[-105],[],80.711,,test,[],,,poly_1_train,vase,19.93620415,[],,421527,[1],English,,,poly_1_surprise,,[],,[-99],,,,[],,,80.711,80.711,[],[],
﻿,,,[],6,[],[],,1,[],,SESSION,,[],,83.309,10,,,lightblue,,,,,,[],,[0.7410000000000139],655a97bf4d75ee9bf7ab0794,,,[],,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,84.052,,,resources/pots/lightblue_orange.jpg,0,10,,,[],orange,,84.052,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,81.353,,,,,,,,421527,,,,,test3103025,MacIntel,84.052,[0],,[-106],[],83.309,,test,[],,,poly_0_train,vase,19.93620415,[],,421527,[1],English,,,poly_0_surprise,,[],,[-298],,,,[],,,83.309,83.31,[],[],
﻿,,,[],20,[],[],,1,[],,SESSION,,[],,86.051,11,,,lightblue,,,,,,[],,[0.6359999999999957],655a97bf4d75ee9bf7ab0794,,,[],,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,86.687,,,resources/pots/lightblue_green.jpg,0,11,,,[],green,,86.687,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,84.053,,,,,,,,421527,,,,,test3103025,MacIntel,86.688,[0],,[-117],[],86.051,,test,[],,,poly_1_train,vase,19.93620415,[],,421527,[1],English,,,poly_1_surprise,,[],,[-77],,,,[],,,86.051,86.051,[],[],
﻿,,,[],3,[],[],,1,[],,SESSION,,[],,88.697,12,,,lightblue,,,,,,[],,[0.646000000000015],655a97bf4d75ee9bf7ab0794,,,[],,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,89.343,,,resources/pots/lightblue_purple.jpg,0,12,,,[],purple,,89.343,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,86.689,,,,,,,,421527,,,,,test3103025,MacIntel,89.343,[0],,[-128],[],88.697,,test,[],,,poly_2_train,vase,19.93620415,[],,421527,[1],English,,,poly_2_surprise,,[],,[87],,,,[],,,88.697,88.697,[],[],
﻿,,,[],33,[],[],,1,[1],,SESSION,,[],,91.351,13,,,yellow,,,,,,[-105],,[0.6370000000000005],655a97bf4d75ee9bf7ab0794,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,91.989,,,resources/pots/yellow_orange.jpg,0,13,,,[],orange,,91.989,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,89.345,,,,,,,,421527,,,,,test3103025,MacIntel,92.912,[0],,[-103],[0.921999999999997],91.351,,test,[0],,,poly_0_train,vase,19.93620415,[0],,421527,[1],English,,,poly_0_surprise,,[-140],,[-277],,,,[],,,91.351,91.352,[],[],
﻿,,,[],15,[],[],,1,[],,SESSION,,[],,94.876,14,,,green,,,,,,[],,[0.7330000000000041],655a97bf4d75ee9bf7ab0794,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,95.609,,,resources/pots/green_orange.jpg,0,14,,,[],orange,,95.609,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,92.913,,,,,,,,421527,,,,,test3103025,MacIntel,95.609,[0],,[-100],[],94.876,,test,[],,,poly_0_train,vase,19.93620415,[],,421527,[1],English,,,poly_0_surprise,,[],,[-305],,,,[],,,94.876,94.876,[],[],
﻿,,,[],32,[],[],,1,[],,SESSION,,[],,97.617,15,,,red,,,,,,[],,[0.5869999999999891],655a97bf4d75ee9bf7ab0794,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,98.205,,,resources/pots/red_purple.jpg,0,15,,,[],purple,,98.206,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,95.61,,,,,,,,421527,,,,,test3103025,MacIntel,98.206,[0],,[-113],[],97.618,,test,[],,,poly_2_train,vase,19.93620415,[],,421527,[1],English,,,poly_2_surprise,,[],,[82],,,,[],,,97.618,97.618,[],[],
﻿,,,[],30,[],[],,1,[],,SESSION,,[],,100.171,16,,,yellow,,,,,,[],,[0.8319999999999936],655a97bf4d75ee9bf7ab0794,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_15h24.19.088,,,,2025-04-09_15h25.02.693,,,101.003,,,resources/pots/yellow_green.jpg,0,16,,,[],green,,101.003,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,98.207,,,,,,,,421527,,,,,test3103025,MacIntel,101.003,[0],,[-119],[],100.171,,test,[],,,poly_1_train,vase,19.93620415,[],,421527,[1],English,,,poly_1_surprise,,[],,[-67],,,,[],,,100.171,100.171,[],[],
